time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
18630,-4.61,-0.24,-0.29,49.625,63.375,5.625,-8.96,-3.23,2.23,81.5625,-41.625,-3.625
18730,-3.76,-1.92,-2.23,-27.875,-75.0,-4.875,-9.75,0.07,0.92,7.625,-57.0,5.1875
18828,-22.47,5.73,-12.12,65.9375,-99.625,-17.6875,-10.97,-4.21,1.0,81.0625,-26.0,7.5
18931,-13.77,1.17,0.19,28.5,-90.9375,6.875,-12.53,0.33,-0.97,41.375,52.6875,-7.75
19030,-9.85,0.95,2.13,13.8125,-58.0,-18.375,-14.01,-2.25,3.61,29.1875,205.0625,3.75
19131,-8.87,-1.67,-0.32,-6.5,-94.1875,3.5625,-10.77,-0.22,1.66,-149.4375,113.5625,-42.875
19228,-9.08,0.95,0.07,-96.75,-71.125,-1.875,-4.34,0.2,-0.23,-74.25,66.6875,-9.4375
19331,-8.68,2.01,0.27,-20.0625,-52.3125,-8.8125,-5.01,1.18,0.25,12.8125,-58.5,-8.875
19426,-9.06,2.0,-0.15,-17.3125,-65.5,-8.375,-12.19,-3.41,-5.8,-45.1875,-94.8125,30.1875
19530,-13.23,0.42,0.97,-37.3125,-9.1875,17.75,-7.65,-1.09,-1.81,-45.375,-23.0,9.0625
19628,-12.95,0.0,-1.71,-4.4375,151.75,19.125,-7.68,-0.2,5.26,53.1875,-50.875,-32.0
19731,-12.87,2.85,0.66,-10.125,168.5,48.125,-10.95,-3.93,-0.54,27.6875,-45.3125,-4.9375
19830,-8.69,0.45,-0.49,143.5625,118.4375,24.8125,-9.05,-0.78,-0.57,53.9375,-27.9375,-6.75
19928,-4.58,0.27,-0.26,40.875,40.3125,1.75,-8.74,-1.7,2.11,14.25,-42.6875,-4.5
20031,-4.59,-0.87,-3.62,-60.9375,-110.1875,-24.625,-9.52,0.21,0.83,27.5,-60.8125,4.9375
20131,-12.53,3.28,-4.9,39.625,35.5,43.3125,-11.24,-3.54,2.08,40.75,-18.6875,8.0625
20229,-13.28,1.84,-3.27,92.375,-27.8125,9.0625,-13.17,0.02,-1.36,23.4375,73.125,-3.6875
20328,-8.49,2.9,-0.68,14.9375,-77.75,9.25,-14.0,-4.22,5.03,66.9375,170.1875,-36.0
20431,-8.6,0.55,0.68,-47.0,-88.375,4.25,-11.52,-0.1,0.58,-148.75,115.8125,-24.0
20529,-8.81,0.5,0.26,-68.5625,-77.0,-10.1875,-4.75,0.3,0.58,-65.125,88.75,-2.6875
20633,-9.36,1.33,-0.6,-21.0625,-53.125,-11.375,-4.6,0.87,-1.14,46.375,-27.875,-5.1875
20728,-9.59,2.9,0.19,-35.9375,-38.8125,-7.625,-11.98,-2.31,-5.45,-35.0,-142.875,29.6875
20833,-13.4,1.16,-0.29,-15.1875,-16.25,2.0625,-4.9,5.19,-3.23,-112.5,-23.6875,-3.875
20929,-10.9,0.2,-0.87,-24.0,166.625,12.8125,-8.43,-2.64,7.22,8.4375,-31.0,-6.375
21032,-12.52,2.23,0.94,57.125,155.875,67.4375,-9.84,-1.77,0.57,4.25,-44.375,-13.625
21129,-8.88,1.54,-0.25,145.0625,120.875,62.8125,-8.84,-1.7,0.48,106.75,-25.0625,-10.5
21233,-4.15,-1.7,0.47,54.0,16.3125,12.1875,-8.66,-0.52,0.95,15.25,-49.125,-0.375
21330,-8.74,2.93,-5.7,-36.6875,-119.875,-62.375,-10.16,-1.01,-0.79,29.5,-55.6875,8.25
21428,-6.94,1.59,-4.12,0.4375,0.0,33.125,-10.77,-0.61,1.22,35.125,3.4375,-12.75
21530,-8.2,-0.74,-1.82,78.8125,1.25,52.625,-12.59,-0.1,-1.35,9.9375,105.0,11.6875
21632,-10.76,5.39,1.01,-63.625,-64.0,-6.0625,-14.44,-4.21,3.48,90.0625,140.9375,-40.9375
21728,-9.01,-0.65,-0.45,-60.0,-101.25,9.625,-10.75,0.66,0.83,-176.4375,89.75,-21.0
21830,-8.84,3.28,0.83,-76.875,-84.9375,-17.9375,-4.2,0.23,0.83,-79.5625,45.5,-4.5
21932,-9.4,2.42,-0.45,-19.5,-62.0,-18.125,-5.6,2.0,-1.66,74.25,-43.5625,-17.5625
